Setup title,Cdg-V_high_voltage
376.8,1.17577777777778E-14,-2.14734444444444E-08,1.0582E-14,-1.93261E-08,-2.77E-08,1000000,
377.1995,1.16618888888889E-14,-2.11555555555556E-08,1.04957E-14,-1.904E-08,-3.526E-08,1000000,
377.6,1.19228888888889E-14,-2.1661E-08,1.07306E-14,-1.94949E-08,-1.588E-08,1000000,
378,1.11039666666667E-14,-1.86876666666667E-08,9.99357E-15,-1.68189E-08,6.345E-08,1000000,
378.3995,1.13102222222222E-14,-2.11157777777778E-08,1.01792E-14,-1.90042E-08,-4.477E-08,1000000,
378.8,1.15736666666667E-14,-2.01423333333333E-08,1.04163E-14,-1.81281E-08,-4.045E-08,1000000,
379.2,1.14524444444444E-14,-2.11886666666667E-08,1.03072E-14,-1.90698E-08,-2.8E-10,1000000,
379.5995,1.16755555555556E-14,-1.99237777777778E-08,1.0508E-14,-1.79314E-08,-4.225E-08,1000000,
380,1.15824444444444E-14,-2.00076666666667E-08,1.04242E-14,-1.80069E-08,5.98E-09,1000000,
380.3995,1.19471111111111E-14,-2.21091111111111E-08,1.07524E-14,-1.98982E-08,-2.574E-08,1000000,
380.799,1.17268888888889E-14,-2.06611111111111E-08,1.05542E-14,-1.8595E-08,-3.789E-08,1000000,
381.1995,1.15403333333333E-14,-1.97405555555556E-08,1.03863E-14,-1.77665E-08,-3.783E-08,1000000,
381.601,1.20592222222222E-14,-2.07031111111111E-08,1.08533E-14,-1.86328E-08,-4.539E-08,1000000,
381.999,1.16453333333333E-14,-1.96633333333333E-08,1.04808E-14,-1.7697E-08,-1.033E-08,1000000,
382.4005,1.17725555555556E-14,-2.05132222222222E-08,1.05953E-14,-1.84619E-08,-6.88E-08,1000000,
382.8005,1.14292222222222E-14,-2.06698888888889E-08,1.02863E-14,-1.86029E-08,-1.356E-08,1000000,
383.2005,1.13513333333333E-14,-1.91071111111111E-08,1.02162E-14,-1.71964E-08,4.93E-08,1000000,
383.6005,1.17521111111111E-14,-1.8063E-08,1.05769E-14,-1.62567E-08,-2.673E-08,1000000,
384.0005,1.14675555555556E-14,-2.00098888888889E-08,1.03208E-14,-1.80089E-08,-4.535E-08,1000000,
384.4,1.15315555555556E-14,-2.05683333333333E-08,1.03784E-14,-1.85115E-08,-4.059E-08,1000000,
384.8005,1.14363333333333E-14,-1.92505555555556E-08,1.02927E-14,-1.73255E-08,-4.312E-08,1000000,
385.2005,1.14992222222222E-14,-1.89746666666667E-08,1.03493E-14,-1.70772E-08,-8.76E-09,1000000,
385.6,1.17841111111111E-14,-2.02593333333333E-08,1.06057E-14,-1.82334E-08,4.37E-09,1000000,
386,1.1366E-14,-1.96721111111111E-08,1.02294E-14,-1.77049E-08,-1.782E-08,1000000,
386.4,1.12603333333333E-14,-2.08287777777778E-08,1.01343E-14,-1.87459E-08,-3.45E-08,1000000,
386.8,1.12205555555556E-14,-2.07692222222222E-08,1.00985E-14,-1.86923E-08,-6.826E-08,1000000,
387.1995,1.14275555555556E-14,-1.94977777777778E-08,1.02848E-14,-1.7548E-08,2.318E-08,1000000,
387.5995,1.13562222222222E-14,-1.92814444444444E-08,1.02206E-14,-1.73533E-08,2.86E-09,1000000,
387.9995,1.16014444444444E-14,-2.07316666666667E-08,1.04413E-14,-1.86585E-08,-8.951E-08,1000000,
388.4,1.15104444444444E-14,-1.99172222222222E-08,1.03594E-14,-1.79255E-08,-8.714E-08,1000000,
388.7995,1.16277777777778E-14,-2.28883333333333E-08,1.0465E-14,-2.05995E-08,-3.276E-08,1000000,
389.1995,1.14577777777778E-14,-2.06765555555556E-08,1.0312E-14,-1.86089E-08,-4.898E-08,1000000,
389.6,1.12062222222222E-14,-1.86126666666667E-08,1.00856E-14,-1.67514E-08,-5.046E-08,1000000,
389.999,1.13035555555556E-14,-1.94248888888889E-08,1.01732E-14,-1.74824E-08,-4.415E-08,1000000,
390.4,1.13024444444444E-14,-1.9266E-08,1.01722E-14,-1.73394E-08,5.459E-08,1000000,
390.7995,1.14496666666667E-14,-2.0575E-08,1.03047E-14,-1.85175E-08,-3.631E-08,1000000,
391.2,1.11633333333333E-14,-1.81578888888889E-08,1.0047E-14,-1.63421E-08,-6.912E-08,1000000,
391.6005,1.17057777777778E-14,-1.74427777777778E-08,1.05352E-14,-1.56985E-08,-8.588E-08,1000000,
392.0005,1.13537777777778E-14,-1.81601111111111E-08,1.02184E-14,-1.63441E-08,2.05E-09,1000000,
392.4,1.11854444444444E-14,-2.05904444444444E-08,1.00669E-14,-1.85314E-08,-5.354E-08,1000000,
392.8,1.09226777777778E-14,-2.10782222222222E-08,9.83041E-15,-1.89704E-08,1.871E-08,1000000,
393.201,1.10857E-14,-1.74471111111111E-08,9.97713E-15,-1.57024E-08,-2.428E-08,1000000,
393.6005,1.11942222222222E-14,-2.10451111111111E-08,1.00748E-14,-1.89406E-08,-4.072E-08,1000000,
394,1.12272222222222E-14,-2.11202222222222E-08,1.01045E-14,-1.90082E-08,-9.49E-09,1000000,
394.4005,1.10597E-14,-1.93344444444444E-08,9.95373E-15,-1.7401E-08,2.171E-08,1000000,
394.7995,1.14422222222222E-14,-1.98951111111111E-08,1.0298E-14,-1.79056E-08,-2.885E-08,1000000,
395.2005,1.1247E-14,-1.92085555555556E-08,1.01223E-14,-1.72877E-08,-7.145E-08,1000000,
395.6,1.08893111111111E-14,-1.87096666666667E-08,9.80038E-15,-1.68387E-08,-4.823E-08,1000000,
395.9995,1.11295555555556E-14,-1.88753333333333E-08,1.00166E-14,-1.69878E-08,-2.361E-08,1000000,
396.3995,1.13477777777778E-14,-2.18684444444444E-08,1.0213E-14,-1.96816E-08,5.584E-08,1000000,
396.8005,1.12697777777778E-14,-1.81556666666667E-08,1.01428E-14,-1.63401E-08,-3.65E-09,1000000,
397.2,1.08014777777778E-14,-1.9458E-08,9.72133E-15,-1.75122E-08,-5.245E-08,1000000,
397.6,1.10674222222222E-14,-1.9383E-08,9.96068E-15,-1.74447E-08,-7.674E-08,1000000,
397.9995,1.12293333333333E-14,-1.82196666666667E-08,1.01064E-14,-1.63977E-08,-1.857E-08,1000000,
398.399,1.10632111111111E-14,-1.88664444444444E-08,9.95689E-15,-1.69798E-08,2.919E-08,1000000,
398.8005,1.13316666666667E-14,-2.06853333333333E-08,1.01985E-14,-1.86168E-08,-1.533E-08,1000000,
399.2,1.08865E-14,-1.97472222222222E-08,9.79785E-15,-1.77725E-08,-8.566E-08,1000000,
399.6,1.10972888888889E-14,-1.88487777777778E-08,9.98756E-15,-1.69639E-08,-5.814E-08,1000000,
399.9995,1.09701111111111E-14,-1.81004444444444E-08,9.8731E-15,-1.62904E-08,6.63E-09,1000000,
